"Highest.Charting.Position","Song.Name","Streams","Artist","Artist.Followers","Genre","Popularity","Danceability","Energy","Loudness","Speechiness","Acousticness","Liveness","Tempo","Valence","Chord","Weeks.Charting","Duration.ms"
80,"I'll Wait",4674532,"Kygo, Sasha Alex Sloan",7593792,"['edm', 'pop', 'pop dance', 'tropical house']",70,0.611,0.651,-6.973,0.0589,0.144,0.105,122.983,0.351,"C#/Db",3,215361
63,"Oprah’s Bank Account (Lil Yachty & DaBaby feat. Drake)",4618744,"Lil Yachty",7358720,"['atl hip hop', 'hip hop', 'melodic rap', 'rap', 'trap', 'underground hip hop', 'viral rap']",69,0.836,0.617,-4.363,0.0534,0.17,0.319,138.066,0.866,"C",6,206702
180,"BLAME IT ON BABY",4616034,"DaBaby",7601122,"['north carolina hip hop', 'rap']",57,0.875,0.687,-5.734,0.387,0.236,0.141,109.791,0.864,"A",1,125907
128,"Follow",4593449,"KAROL G, Anuel AA",17792779,"['latin', 'reggaeton', 'reggaeton colombiano']",63,0.735,0.787,-4.375,0.16,0.667,0.0721,168.997,0.455,"G",3,203093
156,"3 Nights",4411998,"Dominic Fike",554042,"['alternative pop rock', 'pop']",77,0.815,0.518,-6.594,0.0897,0.223,0.104,151.891,0.877,"G",13,177667
163,"The Take (feat. Chris Brown)",4394195,"Tory Lanez",3828418,"['canadian hip hop', 'canadian trap', 'melodic rap', 'pop rap', 'r&b', 'rap', 'toronto rap', 'trap']",73,0.464,0.547,-8.137,0.339,0.0511,0.155,67.003,0.423,"G",5,221492
101,"Stupid Again",5938996,"Tory Lanez",3828418,"['canadian hip hop', 'canadian trap', 'melodic rap', 'pop rap', 'r&b', 'rap', 'toronto rap', 'trap']",66,0.775,0.823,-4.941,0.0635,0.0881,0.309,120.059,0.65,"F",1,174848
127,"Shotz Fired",5291167,"Bonez MC",1683006,"['german hip hop', 'hamburg hip hop']",59,0.839,0.594,-9.087,0.139,0.249,0.165,76.007,0.58,"C",1,179844
128,"BaeBae",5290730,"Samra",1045091,"['german hip hop']",57,0.628,0.712,-4.864,0.156,0.282,0.156,86.627,0.45,"E",1,167827
30,"To Die For",4527835,"Sam Smith",17097317,"['dance pop', 'pop', 'post-teen pop', 'uk pop']",70,0.483,0.361,-7.889,0.0738,0.832,0.098,171.649,0.307,"C",9,193795
86,"WANNABE",4383521,"ITZY",2384076,"['k-pop girl group']",75,0.809,0.911,-4.41,0.0617,0.00795,0.181,122.035,0.64,"F#/Gb",5,191242
152,"Takeaway",4359727,"The Chainsmokers, ILLENIUM, Lennon Stella",18195884,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']",77,0.528,0.511,-8.144,0.0324,0.126,0.101,100.1,0.351,"D#/Eb",13,209880
190,"Heart On Ice",4324610,"Rod Wave",2203386,"['florida rap']",70,0.733,0.389,-8.468,0.0738,0.0513,0.141,157.878,0.244,"A#/Bb",2,159670
194,"La Cama - Remix",4261965,"Lunay, Myke Towers, Ozuna, Chencho Corleone, Rauw Alejandro",4963516,"['latin', 'latin pop', 'reggaeton', 'reggaeton flow', 'trap latino']",69,0.737,0.832,-2.622,0.0798,0.12,0.255,173.986,0.865,"D",2,330240
105,"Go Stupid (feat. NLE Choppa & Mike WiLL Made-It)",4244510,"Polo G, Stunna 4 Vegas",4849204,"['chicago rap']",41,0.922,0.813,-3.268,0.251,0.0198,0.0539,141.087,0.724,"C#/Db",9,165726
192,"Cradles",4218201,"Sub Urban",908351,"['modern indie pop']",73,0.534,0.589,-1.865,0.325,0.256,0.176,78.616,0.632,"C#/Db",3,209829
117,"Good as Hell (feat. Ariana Grande)",4176083,"Lizzo",3991674,"['dance pop', 'escape room', 'minnesota hip hop', 'pop', 'pop rap', 'post-teen pop', 'trap queen']",71,0.668,0.892,-3.001,0.0645,0.298,0.735,95.927,0.478,"F",8,159011
15,"Forever (feat. Post Malone & Clever)",6517807,"Justin Bieber",48544923,"['canadian pop', 'pop', 'post-teen pop']",68,0.825,0.483,-5.746,0.08,0.538,0.204,139.98,0.892,"G#/Ab",8,219933
46,"I Love Me",5449099,"Demi Lovato",20338833,"['dance pop', 'pop', 'post-teen pop']",67,0.664,0.561,-7.031,0.0495,0.00261,0.0764,150.093,0.713,"F#/Gb",5,203672
103,"Old Me",4724056,"5 Seconds of Summer",7744095,"['boy band', 'dance pop', 'electropop', 'pop', 'post-teen pop']",67,0.722,0.62,-3.639,0.0483,0.313,0.26,127.978,0.474,"C",4,186786
29,"Pero Ya No",4666658,"Bad Bunny",36177712,"['latin', 'reggaeton', 'trap latino']",72,0.882,0.612,-6.103,0.118,0.0475,0.182,147.982,0.742,"E",6,160638
24,"Hardest To Love",4553544,"The Weeknd",35340069,"['canadian contemporary r&b', 'canadian pop', 'pop']",67,0.467,0.608,-7.847,0.0707,0.0909,0.125,80.957,0.108,"A#/Bb",3,211400
191,"BRABA",4452819,"Luísa Sonza",1251372,"[]",0,0.812,0.689,-5.113,0.0619,0.181,0.0784,144.011,0.663,"C",2,129782
77,"Woah",4425610,"Lil Baby",7816213,"['atl hip hop', 'atl trap', 'rap', 'trap']",69,0.882,0.602,-5.554,0.245,0.0177,0.178,142.959,0.43,"B",14,183011
69,"Pretty Please",4305034,"Dua Lipa",27167675,"['dance pop', 'pop', 'uk pop']",67,0.906,0.474,-6.124,0.194,0.0311,0.286,106.976,0.656,"C#/Db",2,194607
170,"I.F.L.Y.",4284951,"Bazzi",4421378,"['dance pop', 'electropop', 'pop', 'post-teen pop']",76,0.812,0.519,-4.823,0.0385,0.379,0.13,104.954,0.554,"D",10,165714
70,"Cool",8136247,"Dua Lipa",27167675,"['dance pop', 'pop', 'uk pop']",65,0.469,0.785,-4.015,0.0664,0.133,0.0931,89.719,0.79,"F",1,209583
71,"Future Nostalgia",8091754,"Dua Lipa",27167675,"['dance pop', 'pop', 'uk pop']",65,0.875,0.813,-4.502,0.0579,0.00618,0.321,114.993,0.859,"G",1,184882
92,"Good In Bed",6802068,"Dua Lipa",27167675,"['dance pop', 'pop', 'uk pop']",64,0.68,0.701,-5.001,0.0917,0.138,0.168,94.06,0.649,"F",1,218754
27,"Scared To Live",6566099,"The Weeknd",35340069,"['canadian contemporary r&b', 'canadian pop', 'pop']",66,0.504,0.498,-8.24,0.0499,0.131,0.0929,87.221,0.196,"C",2,191307
21,"Alone Again",6055294,"The Weeknd",35340069,"['canadian contemporary r&b', 'canadian pop', 'pop']",66,0.218,0.652,-7.953,0.0641,0.033,0.172,65.375,0.0599,"E",2,250053
118,"Boys Will Be Boys",6015914,"Dua Lipa",27167675,"['dance pop', 'pop', 'uk pop']",63,0.768,0.486,-5.954,0.0353,0.408,0.098,125.021,0.519,"D#/Eb",1,166266
122,"Auto Blu",5995116,"Shiva, Eiffel 65",561372,"['italian hip hop', 'trap italiana']",56,0.82,0.783,-6.146,0.0621,0.0158,0.0938,130.015,0.653,"F",1,166087
132,"Du bist mein",5878493,"Zuna, Loredana, SRNO",900975,"['albanian hip hop', 'german hip hop']",54,0.761,0.556,-6.943,0.364,0.138,0.0976,187.81,0.521,"C#/Db",1,160357
28,"Too Late",5867746,"The Weeknd",35340069,"['canadian contemporary r&b', 'canadian pop', 'pop']",67,0.638,0.863,-5.221,0.132,0.052,0.685,120.077,0.226,"E",2,239973
136,"Wildflower",5791343,"5 Seconds of Summer",7744095,"['boy band', 'dance pop', 'electropop', 'pop', 'post-teen pop']",65,0.644,0.768,-4.316,0.0455,0.174,0.469,108.992,0.598,"F#/Gb",1,220536
36,"Faith",5730081,"The Weeknd",35340069,"['canadian contemporary r&b', 'canadian pop', 'pop']",67,0.375,0.605,-7.268,0.0729,0.612,0.147,175.946,0.128,"C",2,283227
35,"Snowchild",5423997,"The Weeknd",35340069,"['canadian contemporary r&b', 'canadian pop', 'pop']",66,0.55,0.611,-7.475,0.137,0.162,0.121,148.062,0.243,"C",2,247187
37,"Escape From LA",5307288,"The Weeknd",35340069,"['canadian contemporary r&b', 'canadian pop', 'pop']",67,0.404,0.524,-8.996,0.0593,0.0456,0.199,145.74,0.168,"F",2,355960
161,"Allein sein",5119993,"Ufo361",1700759,"['german cloud rap', 'german hip hop']",54,0.774,0.588,-8.529,0.225,0.0386,0.258,75.978,0.392,"C#/Db",1,147353
44,"Bichiyal",4946613,"Bad Bunny, Yaviah",36177712,"['latin', 'reggaeton', 'trap latino']",75,0.737,0.766,-4.242,0.0458,0.31,0.114,93.956,0.662,"A#/Bb",5,196500
85,"Medusa",4901559,"Jhay Cortez, Anuel AA, J Balvin",2435159,"['latin', 'reggaeton', 'trap latino']",70,0.886,0.604,-7.293,0.208,0.194,0.107,98.023,0.383,"C",8,305333
187,"Break Up Song",4593343,"Little Mix",9398941,"['dance pop', 'girl group', 'pop', 'post-teen pop', 'talent show', 'uk pop']",65,0.631,0.75,-5.416,0.0394,0.00388,0.286,90.019,0.593,"F",1,200293
188,"Teeth",4571612,"5 Seconds of Summer",7744095,"['boy band', 'dance pop', 'electropop', 'pop', 'post-teen pop']",78,0.749,0.461,-2.961,0.0416,0.0516,0.0738,139.02,0.42,"A#/Bb",1,204887
51,"Repeat After Me (Interlude)",10058303,"The Weeknd",35340069,"['canadian contemporary r&b', 'canadian pop', 'pop']",63,0.555,0.619,-7.918,0.0314,0.0323,0.0917,95.032,0.141,"C",1,195813
68,"Until I Bleed Out",9132077,"The Weeknd",35340069,"['canadian contemporary r&b', 'canadian pop', 'pop']",63,0.245,0.394,-9.887,0.0374,0.423,0.093,115.233,0.148,"C",1,190173
87,"Rosa",7564893,"J Balvin",29067437,"['latin', 'reggaeton', 'reggaeton colombiano']",64,0.651,0.561,-5.715,0.25,0.25,0.435,175.992,0.369,"A",1,189827
88,"Gris",7514854,"J Balvin",29067437,"['latin', 'reggaeton', 'reggaeton colombiano']",65,0.849,0.709,-4.717,0.0794,0.229,0.329,93.06,0.916,"F#/Gb",1,176627
103,"Negro",6651425,"J Balvin",29067437,"['latin', 'reggaeton', 'reggaeton colombiano']",67,0.795,0.911,-2.228,0.0875,0.0157,0.131,164.081,0.8,"C",1,182093
134,"Verde",5745393,"J Balvin, Sky Rompiendo",29067437,"['latin', 'reggaeton', 'reggaeton colombiano']",63,0.828,0.738,-4.295,0.0516,0.0381,0.0917,94.995,0.818,"G#/Ab",1,142547
15,"Baby Pluto",5600261,"Lil Uzi Vert",11821805,"['melodic rap', 'philly rap', 'rap', 'trap']",69,0.772,0.634,-6.101,0.212,0.135,0.432,160.052,0.671,"A#/Bb",3,210261
31,"Lo Mein",5231134,"Lil Uzi Vert",11821805,"['melodic rap', 'philly rap', 'rap', 'trap']",67,0.855,0.676,-5.736,0.325,0.0888,0.144,133.082,0.509,"C#/Db",3,195299
113,"No Judgement",5082563,"Niall Horan",7564659,"['dance pop', 'pop', 'post-teen pop']",65,0.723,0.726,-3.835,0.0472,0.0564,0.057,100.051,0.962,"C#/Db",7,176283
57,"Futsal Shuffle 2020 - Bonus Track",5068849,"Lil Uzi Vert",11821805,"['melodic rap', 'philly rap', 'rap', 'trap']",63,0.879,0.448,-8.57,0.222,0.0346,0.224,136.985,0.278,"G",3,198913
163,"Arcoíris",5044774,"J Balvin, Mr Eazi",29067437,"['latin', 'reggaeton', 'reggaeton colombiano']",62,0.731,0.787,-5.26,0.0721,0.0853,0.316,92.971,0.393,"E",1,186693
65,"TOES (feat. Lil Baby & Moneybagg Yo)",4878903,"DaBaby",7601122,"['north carolina hip hop', 'rap']",73,0.816,0.582,-4.141,0.341,0.0794,0.0916,160.004,0.542,"G#/Ab",12,136366
42,"Feel Me",4765672,"Selena Gomez",28931149,"['dance pop', 'pop', 'post-teen pop']",63,0.71,0.808,-6.703,0.0433,0.44,0.0734,99.989,0.392,"D",5,226003
183,"H <3 T E L",4701388,"Dardan, Monet192",861082,"['albanian hip hop', 'german hip hop']",34,0.726,0.646,-6.9,0.0977,0.0495,0.112,134.999,0.58,"C#/Db",1,163253
63,"25/8",4684378,"Bad Bunny",36177712,"['latin', 'reggaeton', 'trap latino']",71,0.761,0.732,-5.469,0.0549,0.092,0.0716,151.982,0.542,"E",4,243276
81,"Se Me Olvidó",4591194,"Christian Nodal",8123757,"['mariachi', 'nuevo regional mexicano', 'ranchera', 'regional mexican']",71,0.65,0.558,-3.082,0.0309,0.368,0.303,141.82,0.725,"C",3,159533
130,"B.S. (feat. H.E.R.)",4557817,"Jhené Aiko",4720858,"['alternative r&b', 'dance pop', 'pop', 'pop rap', 'r&b', 'urban contemporary']",72,0.617,0.525,-10.426,0.12,0.554,0.135,135.781,0.377,"G#/Ab",3,212867
45,"Soliá",4516243,"Bad Bunny",36177712,"['latin', 'reggaeton', 'trap latino']",72,0.71,0.81,-5.507,0.0854,0.117,0.154,92.041,0.184,"D",4,159282
55,"Está Cabrón Ser Yo",4438261,"Bad Bunny, Anuel AA",36177712,"['latin', 'reggaeton', 'trap latino']",69,0.81,0.854,-3.999,0.254,0.0732,0.123,154.083,0.879,"A#/Bb",4,227939
61,"Bean (Kobe) [feat. Chief Keef]",9039518,"Lil Uzi Vert",11821805,"['melodic rap', 'philly rap', 'rap', 'trap']",67,0.733,0.567,-6.718,0.319,0.0129,0.382,75.491,0.319,"C",1,238816
68,"Yessirskiii",8374259,"Lil Uzi Vert, 21 Savage",11821805,"['melodic rap', 'philly rap', 'rap', 'trap']",70,0.895,0.739,-6.633,0.283,0.0183,0.102,140.007,0.763,"G#/Ab",1,219340
104,"Cardigan",6586204,"Don Toliver",1606884,"['rap', 'trap']",70,0.747,0.497,-6.542,0.0401,0.248,0.138,142.046,0.0663,"E",1,158709
36,"Silly Watch",6442451,"Lil Uzi Vert",11821805,"['melodic rap', 'philly rap', 'rap', 'trap']",65,0.903,0.535,-6.238,0.286,0.0298,0.0851,130.117,0.157,"G#/Ab",2,195692
70,"Hablamos Mañana",6105711,"Bad Bunny, Duki, Pablo Chill-E",36177712,"['latin', 'reggaeton', 'trap latino']",69,0.683,0.677,-4.496,0.0469,0.0869,0.0998,156.019,0.514,"C#/Db",3,240253
126,"Lotus",6017103,"Lil Uzi Vert",11821805,"['melodic rap', 'philly rap', 'rap', 'trap']",58,0.802,0.748,-5.708,0.207,0.24,0.165,150.063,0.516,"G#/Ab",1,193861
126,"Lettre à une femme",5895243,"Ninho",4764552,"['french hip hop', 'pop urbaine', 'rap francais']",54,0.487,0.398,-9.901,0.0697,0.835,0.12,149.367,0.905,"C#/Db",2,157766
57,"Que Malo",5544180,"Bad Bunny, Ñengo Flow",36177712,"['latin', 'reggaeton', 'trap latino']",69,0.802,0.787,-6.181,0.0599,0.0832,0.153,94.026,0.446,"G",3,167975
147,"Leaders (feat. NAV)",5496780,"Lil Uzi Vert",11821805,"['melodic rap', 'philly rap', 'rap', 'trap']",60,0.95,0.654,-5.895,0.307,0.0744,0.138,132.936,0.886,"C",1,194844
149,"Strawberry Peels (feat. Young Thug & Gunna)",5468083,"Lil Uzi Vert",11821805,"['melodic rap', 'philly rap', 'rap', 'trap']",59,0.862,0.65,-6.978,0.355,0.0207,0.568,131.194,0.658,"A#/Bb",1,115350
60,"La Zona",5440382,"Bad Bunny",36177712,"['latin', 'reggaeton', 'trap latino']",69,0.762,0.801,-3.661,0.0409,0.2,0.254,93.992,0.81,"C#/Db",3,136893
153,"Wassup (feat. Future)",5415044,"Lil Uzi Vert",11821805,"['melodic rap', 'philly rap', 'rap', 'trap']",57,0.762,0.622,-6.293,0.223,0.352,0.145,130.019,0.626,"F",1,193314
69,"Una Vez",5411302,"Bad Bunny, Mora",36177712,"['latin', 'reggaeton', 'trap latino']",77,0.55,0.598,-5.402,0.0831,0.132,0.0955,83.836,0.543,"B",3,232496
158,"Moon Relate",5324545,"Lil Uzi Vert",11821805,"['melodic rap', 'philly rap', 'rap', 'trap']",58,0.867,0.768,-3.73,0.0791,0.18,0.254,102.021,0.34,"G",1,181826
163,"Black And White",5204120,"Niall Horan",7564659,"['dance pop', 'pop', 'post-teen pop']",75,0.443,0.582,-6.02,0.0482,0.0301,0.127,147.589,0.239,"D",1,193090
81,"The Other Side (from Trolls World Tour)",5193927,"SZA, Justin Timberlake",5888533,"['pop', 'pop rap', 'r&b']",68,0.76,0.607,-6.274,0.0964,0.00277,0.132,105.979,0.709,"G",3,188187
53,"Whine Up",5130783,"Nicky Jam, Anuel AA",14831925,"['latin', 'latin hip hop', 'reggaeton', 'trap latino']",70,0.817,0.665,-6.224,0.0758,0.0549,0.103,104.957,0.662,"A",12,215460
37,"Ayy Macarena",5046905,"Tyga",6298789,"['dance pop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",74,0.816,0.629,-5.568,0.226,0.133,0.0692,96.493,0.714,"D",12,131607
177,"Trap This Way (This Way)",5043990,"Lil Uzi Vert",11821805,"['melodic rap', 'philly rap', 'rap', 'trap']",59,0.71,0.586,-5.331,0.381,0.248,0.193,175.987,0.207,"D",1,185439
113,"Who (feat. BTS)",5004752,"Lauv",4442273,"['dance pop', 'electropop', 'pop', 'post-teen pop']",74,0.632,0.345,-8,0.0349,0.551,0.104,141.641,0.0818,"B",2,180413
51,"Homecoming",4988839,"Lil Uzi Vert",11821805,"['melodic rap', 'philly rap', 'rap', 'trap']",63,0.929,0.563,-7.428,0.49,0.000592,0.244,129.957,0.353,"A",2,213885
184,"Got The Guap (feat. Young Thug)",4946997,"Lil Uzi Vert",11821805,"['melodic rap', 'philly rap', 'rap', 'trap']",58,0.837,0.601,-5.628,0.198,0.21,0.0928,142.977,0.749,"G#/Ab",1,176756
53,"Prices",4898167,"Lil Uzi Vert",11821805,"['melodic rap', 'philly rap', 'rap', 'trap']",65,0.786,0.683,-5.397,0.205,0.173,0.706,126.002,0.57,"G",2,233333
188,"I Can Show You",4831405,"Lil Uzi Vert",11821805,"['melodic rap', 'philly rap', 'rap', 'trap']",57,0.817,0.656,-7.086,0.277,0.051,0.115,139.915,0.314,"A#/Bb",1,120076
52,"I'm Sorry",4818039,"Lil Uzi Vert",11821805,"['melodic rap', 'philly rap', 'rap', 'trap']",60,0.858,0.547,-5.822,0.29,0.213,0.104,128.02,0.303,"C#/Db",2,211883
19,"Black Swan",4802069,"BTS",37151476,"['k-pop', 'k-pop boy group']",70,0.719,0.758,-5.167,0.0851,0.137,0.129,147.023,0.49,"D",9,198261
192,"Bad Child",4787180,"Tones And I",1251372,"[]",0,0.756,0.553,-4.24,0.0343,0.404,0.158,117.992,0.597,"F#/Gb",1,221467
61,"Adicto (with Anuel AA & Ozuna)",4785720,"Tainy",509411,"['latin', 'latin hip hop', 'latin pop', 'pop reggaeton', 'reggaeton', 'reggaeton flow', 'trap latino']",75,0.734,0.836,-4.803,0.0735,0.017,0.179,80.002,0.623,"A#/Bb",12,270741
66,"<3",4755477,"Bad Bunny",36177712,"['latin', 'reggaeton', 'trap latino']",69,0.631,0.665,-7.589,0.229,0.602,0.152,80.353,0.634,"A#/Bb",3,157967
198,"Bad Girls, Good Vibes",4752181,"Ufo361",1700759,"['german cloud rap', 'german hip hop']",53,0.826,0.368,-12.761,0.133,0.516,0.0914,127.977,0.158,"G",1,107446
120,"Liberdade Provisória - Ao Vivo",4730891,"Henrique & Juliano",13312073,"['sertanejo pop', 'sertanejo universitario']",58,0.668,0.684,-5.937,0.0527,0.627,0.923,108.138,0.7,"C#/Db",5,187986
60,"POP",10484727,"Lil Uzi Vert",11821805,"['melodic rap', 'philly rap', 'rap', 'trap']",58,0.741,0.599,-6.672,0.419,0.00961,0.785,139.891,0.276,"C#/Db",1,227474
61,"Celebration Station",10396969,"Lil Uzi Vert",11821805,"['melodic rap', 'philly rap', 'rap', 'trap']",61,0.748,0.771,-4.156,0.15,0.101,0.135,142.086,0.792,"F#/Gb",1,195058
64,"Bigger Than Life",9974143,"Lil Uzi Vert",11821805,"['melodic rap', 'philly rap', 'rap', 'trap']",62,0.776,0.752,-4.711,0.193,0.325,0.33,140.013,0.716,"G#/Ab",1,192705
68,"Venetia",9824605,"Lil Uzi Vert",11821805,"['melodic rap', 'philly rap', 'rap', 'trap']",63,0.775,0.757,-4.139,0.175,0.162,0.148,142.933,0.562,"A",1,188800
73,"You Better Move",9533898,"Lil Uzi Vert",11821805,"['melodic rap', 'philly rap', 'rap', 'trap']",60,0.842,0.556,-6.793,0.442,0.159,0.204,118.836,0.306,"G#/Ab",1,196639
93,"Chrome Heart Tags",8219307,"Lil Uzi Vert",11821805,"['melodic rap', 'philly rap', 'rap', 'trap']",57,0.702,0.768,-4.055,0.0669,0.541,0.105,70.056,0.574,"C",1,212821
102,"Bust Me",7828045,"Lil Uzi Vert",11821805,"['melodic rap', 'philly rap', 'rap', 'trap']",57,0.734,0.703,-6.256,0.355,0.237,0.413,151.923,0.608,"B",1,194452
46,"René",7240117,"Residente",878491,"['venezuelan hip hop']",65,0.486,0.388,-9.326,0.126,0.435,0.196,90.471,0.467,"C",2,457592
122,"Secure The Bag",7053947,"Lil Uzi Vert",11821805,"['melodic rap', 'philly rap', 'rap', 'trap']",57,0.803,0.719,-4.485,0.392,0.344,0.425,129.945,0.549,"C",1,238425
140,"Urgency (feat. Syd)",6224412,"Lil Uzi Vert",11821805,"['melodic rap', 'philly rap', 'rap', 'trap']",53,0.619,0.784,-6.11,0.123,0.0326,0.315,156.035,0.471,"C#/Db",1,181161
34,"ON (Feat. Sia)",6219276,"BTS",37151476,"['k-pop', 'k-pop boy group']",64,0.591,0.848,-4.397,0.0828,0.137,0.372,105.922,0.386,"A",3,246816
99,"P FKN R",6041127,"Bad Bunny, Kendo Kaponi, Arcangel",36177712,"['latin', 'reggaeton', 'trap latino']",66,0.82,0.635,-5.749,0.0772,0.409,0.244,101.024,0.528,"F",2,258280
108,"Modern Loneliness",6020508,"Lauv",4442273,"['dance pop', 'electropop', 'pop', 'post-teen pop']",68,0.702,0.508,-7.105,0.035,0.144,0.108,82.008,0.143,"G#/Ab",3,252337
65,"Heatin Up (feat. Gunna)",6004839,"Lil Baby",7816213,"['atl hip hop', 'atl trap', 'rap', 'trap']",66,0.788,0.436,-9.435,0.364,0.0611,0.0979,129.847,0.341,"C#/Db",2,177314
159,"SKYBOX",5846484,"Gunna",3337982,"['atl hip hop', 'hip hop', 'melodic rap', 'rap', 'trap']",59,0.779,0.707,-6.527,0.16,0.0991,0.0934,140.894,0.343,"C#/Db",1,178097
167,"Young & Alive",5578323,"Bazzi",4421378,"['dance pop', 'electropop', 'pop', 'post-teen pop']",71,0.716,0.563,-5.486,0.0425,0.326,0.119,86.005,0.495,"D#/Eb",1,160465
169,"i'm so tired...",5547770,"Lauv, Troye Sivan",4442273,"['dance pop', 'electropop', 'pop', 'post-teen pop']",77,0.599,0.733,-7.058,0.203,0.176,0.242,102.211,0.534,"B",2,162583
53,"Numbers (feat. Roddy Ricch, Gunna and London On Da Track)",5487069,"A Boogie Wit da Hoodie",5865895,"['melodic rap', 'pop rap', 'rap', 'trap']",68,0.819,0.654,-6.665,0.136,0.517,0.0996,133.503,0.455,"B",4,188563
105,"Girl",5434180,"Myke Towers",6161098,"['trap latino']",72,0.733,0.708,-4.957,0.0937,0.0325,0.324,93.021,0.694,"F#/Gb",6,186427
104,"Puesto Pa' Guerrial",5359969,"Bad Bunny, Myke Towers",36177712,"['latin', 'reggaeton', 'trap latino']",64,0.867,0.686,-5.342,0.221,0.311,0.1,139.968,0.658,"E",2,190207
114,"Definitivamente",5325447,"Daddy Yankee, Sech",23936368,"['latin', 'latin hip hop', 'reggaeton', 'trap latino']",66,0.813,0.764,-3.39,0.105,0.586,0.253,100.047,0.429,"G#/Ab",5,217773
41,"South of the Border (feat. Camila Cabello & Cardi B)",5315827,"Ed Sheeran",83337783,"['pop', 'uk pop']",77,0.857,0.621,-6.376,0.0825,0.148,0.0865,97.989,0.668,"A",11,204467
190,"I Fall Apart",5251918,"Post Malone",33663701,"['dfw rap', 'melodic rap', 'rap']",80,0.556,0.538,-5.408,0.0382,0.0689,0.196,143.95,0.291,"G#/Ab",1,223347
191,"fuck, i'm lonely (with Anne-Marie)",5226991,"Lauv",4442273,"['dance pop', 'electropop', 'pop', 'post-teen pop']",74,0.806,0.558,-6.46,0.0683,0.482,0.0618,95.016,0.678,"A",1,198973
78,"Aventura",5206102,"Lunay, Ozuna, Anuel AA",4963516,"['latin', 'latin pop', 'reggaeton', 'reggaeton flow', 'trap latino']",68,0.729,0.726,-3.208,0.0422,0.223,0.101,92.025,0.876,"F",11,217130
12,"Rare",5195842,"Selena Gomez",28931149,"['dance pop', 'pop', 'post-teen pop']",68,0.838,0.545,-6.713,0.0706,0.208,0.103,114.998,0.631,"F",9,220590
69,"VIBEZ",5121486,"DaBaby",7601122,"['north carolina hip hop', 'rap']",75,0.768,0.652,-2.708,0.307,0.113,0.107,154.187,0.777,"C#/Db",11,144935
69,"Mean It",5110064,"Lauv, LANY",4442273,"['dance pop', 'electropop', 'pop', 'post-teen pop']",72,0.746,0.45,-8.543,0.0872,0.0407,0.172,95.998,0.336,"G",7,232853
49,"That Way",12059592,"Lil Uzi Vert",11821805,"['melodic rap', 'philly rap', 'rap', 'trap']",67,0.719,0.611,-5.01,0.0403,0.0582,0.155,129.962,0.489,"G",1,212354
106,"Live Off My Closet (feat. Future)",7410327,"Lil Baby",7816213,"['atl hip hop', 'atl trap', 'rap', 'trap']",59,0.807,0.678,-3.244,0.177,0.0345,0.0986,147.004,0.21,"F#/Gb",1,173061
123,"Commercial (feat. Lil Uzi Vert)",6540577,"Lil Baby",7816213,"['atl hip hop', 'atl trap', 'rap', 'trap']",67,0.892,0.486,-8.637,0.384,0.048,0.146,120.998,0.535,"B",1,214215
75,"Sum 2 Prove",6497610,"Lil Baby",7816213,"['atl hip hop', 'atl trap', 'rap', 'trap']",71,0.823,0.552,-7.57,0.324,0.0174,0.122,124.038,0.418,"E",6,205760
47,"Filter",5913946,"BTS",37151476,"['k-pop', 'k-pop boy group']",79,0.781,0.762,-5.188,0.0626,0.0222,0.121,110.042,0.86,"A#/Bb",2,180221
151,"Matrix",5724739,"Apache 207",1674348,"['german hip hop']",55,0.789,0.509,-8.766,0.291,0.768,0.272,114.957,0.418,"A",1,183793
91,"Bellaquita - Remix",5676621,"Dalex, Lenny Tavárez, Anitta, Natti Natasha, Farruko, Justin Quiles",3600989,"['latin', 'r&b en espanol', 'reggaeton', 'trap latino']",67,0.795,0.715,-3.582,0.0838,0.141,0.179,165.941,0.758,"C#/Db",10,304733
139,"Infeliz",5490386,"Arcangel, Bad Bunny",6671084,"['latin', 'latin hip hop', 'reggaeton', 'trap latino']",72,0.713,0.798,-3.147,0.219,0.366,0.246,176.073,0.721,"C#/Db",9,221103
60,"Que Tire Pa Lante",5436773,"Daddy Yankee",23936368,"['latin', 'latin hip hop', 'reggaeton', 'trap latino']",72,0.658,0.901,-2.814,0.0357,0.0478,0.12,93.979,0.708,"G",10,210520
32,"Futsal Shuffle 2020",5386512,"Lil Uzi Vert",11821805,"['melodic rap', 'philly rap', 'rap', 'trap']",67,0.881,0.457,-8.191,0.156,0.0327,0.231,136.97,0.296,"G",10,198913
123,"GOODMORNINGTOKYO!",5286044,"TOKYO’S REVENGE",313480,"['meme rap', 'sad rap', 'vapor trap', 'viral rap']",74,0.907,0.539,-7.782,0.36,0.0408,0.253,124.918,0.664,"E",8,150115
58,"Own It (feat. Ed Sheeran & Burna Boy)",5273046,"Stormzy",2317758,"['grime', 'uk hip hop']",72,0.817,0.781,-4.178,0.112,0.00838,0.123,104,0.359,"G",10,216707
128,"Life Is Good (feat. Drake, DaBaby & Lil Baby) - Remix",5260351,"Future",10491105,"['atl hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",61,0.81,0.566,-8.33,0.433,0.107,0.122,142.069,0.582,"F",2,315346
